wavelength,B_442,B_492,B_559,B_665,B_704,B_739,B_780,B_835,B_864,B_943,B_1375,B_1611,B_2184
985.0,,,,,,,,,,,,,
986.0,,,,,,,,,,,,,
987.0,,,,,,,,,,,,,
988.0,,,,,,,,,,,,,
989.0,,,,,,,,,,,,,
990.0,,,,,,,,,,,,,
991.0,,,,,,,,,,,,,
992.0,,,,,,,,,,,,,
993.0,,,,,,,,,,,,,
994.0,,,,,,,,,,,,,
995.0,,,,,,,,,,,,,
996.0,,,,,,,,,,,,,
997.0,,,,,,,,,,,,,
998.0,,,,,,,,,,,,,
999.0,,,,,,,,,,,,,
1000.0,,,,,,,,,,,,,
1001.0,,,,,,,,,,,,,
1002.0,,,,,,,,,,,,,
1003.0,,,,,,,,,,,,,
1004.0,,,,,,,,,,,,,
1005.0,,,,,,,,,,,,,
1006.0,,,,,,,,,,,,,
1007.0,,,,,,,,,,,,,
1008.0,,,,,,,,,,,,,
1009.0,,,,,,,,,,,,,
1010.0,,,,,,,,,,,,,
1011.0,,,,,,,,,,,,,
1012.0,,,,,,,,,,,,,
1013.0,,,,,,,,,,,,,
1014.0,,,,,,,,,,,,,
1015.0,,,,,,,,,,,,,
1016.0,,,,,,,,,,,,,
1017.0,,,,,,,,,,,,,
1018.0,,,,,,,,,,,,,
1019.0,,,,,,,,,,,,,
1020.0,,,,,,,,,,,,,
1021.0,,,,,,,,,,,,,
1022.0,,,,,,,,,,,,,
1023.0,,,,,,,,,,,,,
1024.0,,,,,,,,,,,,,
1025.0,,,,,,,,,,,,,
1026.0,,,,,,,,,,,,,
1027.0,,,,,,,,,,,,,
1028.0,,,,,,,,,,,,,
1029.0,,,,,,,,,,,,,
1030.0,,,,,,,,,,,,,
1031.0,,,,,,,,,,,,,
1032.0,,,,,,,,,,,,,
1033.0,,,,,,,,,,,,,
1034.0,,,,,,,,,,,,,
1035.0,,,,,,,,,,,,,
1036.0,,,,,,,,,,,,,
1037.0,,,,,,,,,,,,,
1038.0,,,,,,,,,,,,,
1039.0,,,,,,,,,,,,,
1040.0,,,,,,,,,,,,,
1041.0,,,,,,,,,,,,,
1042.0,,,,,,,,,,,,,
1043.0,,,,,,,,,,,,,
1044.0,,,,,,,,,,,,,
1045.0,,,,,,,,,,,,,
1046.0,,,,,,,,,,,,,
1047.0,,,,,,,,,,,,,
1048.0,,,,,,,,,,,,,
1049.0,,,,,,,,,,,,,
1050.0,,,,,,,,,,,,,
1051.0,,,,,,,,,,,,,
1052.0,,,,,,,,,,,,,
1053.0,,,,,,,,,,,,,
1054.0,,,,,,,,,,,,,
1055.0,,,,,,,,,,,,,
1056.0,,,,,,,,,,,,,
1057.0,,,,,,,,,,,,,
1058.0,,,,,,,,,,,,,
1059.0,,,,,,,,,,,,,
1060.0,,,,,,,,,,,,,
1061.0,,,,,,,,,,,,,
1062.0,,,,,,,,,,,,,
1063.0,,,,,,,,,,,,,
1064.0,,,,,,,,,,,,,
1065.0,,,,,,,,,,,,,
1066.0,,,,,,,,,,,,,
1067.0,,,,,,,,,,,,,
1068.0,,,,,,,,,,,,,
1069.0,,,,,,,,,,,,,
1070.0,,,,,,,,,,,,,
1071.0,,,,,,,,,,,,,
1072.0,,,,,,,,,,,,,
1073.0,,,,,,,,,,,,,
1074.0,,,,,,,,,,,,,
1075.0,,,,,,,,,,,,,
1076.0,,,,,,,,,,,,,
1077.0,,,,,,,,,,,,,
1078.0,,,,,,,,,,,,,
1079.0,,,,,,,,,,,,,
1080.0,,,,,,,,,,,,,
1081.0,,,,,,,,,,,,,
1082.0,,,,,,,,,,,,,
1083.0,,,,,,,,,,,,,
1084.0,,,,,,,,,,,,,
1085.0,,,,,,,,,,,,,
1086.0,,,,,,,,,,,,,
1087.0,,,,,,,,,,,,,
1088.0,,,,,,,,,,,,,
1089.0,,,,,,,,,,,,,
1090.0,,,,,,,,,,,,,
1091.0,,,,,,,,,,,,,
1092.0,,,,,,,,,,,,,
1093.0,,,,,,,,,,,,,
1094.0,,,,,,,,,,,,,
1095.0,,,,,,,,,,,,,
1096.0,,,,,,,,,,,,,
1097.0,,,,,,,,,,,,,
1098.0,,,,,,,,,,,,,
1099.0,,,,,,,,,,,,,
1100.0,,,,,,,,,,,,,
1101.0,,,,,,,,,,,,,
1102.0,,,,,,,,,,,,,
1103.0,,,,,,,,,,,,,
1104.0,,,,,,,,,,,,,
1105.0,,,,,,,,,,,,,
1106.0,,,,,,,,,,,,,
1107.0,,,,,,,,,,,,,
1108.0,,,,,,,,,,,,,
1109.0,,,,,,,,,,,,,
1110.0,,,,,,,,,,,,,
1111.0,,,,,,,,,,,,,
1112.0,,,,,,,,,,,,,
1113.0,,,,,,,,,,,,,
1114.0,,,,,,,,,,,,,
1115.0,,,,,,,,,,,,,
1116.0,,,,,,,,,,,,,
1117.0,,,,,,,,,,,,,
1118.0,,,,,,,,,,,,,
1119.0,,,,,,,,,,,,,
1120.0,,,,,,,,,,,,,
1121.0,,,,,,,,,,,,,
1122.0,,,,,,,,,,,,,
1123.0,,,,,,,,,,,,,
1124.0,,,,,,,,,,,,,
1125.0,,,,,,,,,,,,,
1126.0,,,,,,,,,,,,,
1127.0,,,,,,,,,,,,,
1128.0,,,,,,,,,,,,,
1129.0,,,,,,,,,,,,,
1130.0,,,,,,,,,,,,,
1131.0,,,,,,,,,,,,,
1132.0,,,,,,,,,,,,,
1133.0,,,,,,,,,,,,,
1134.0,,,,,,,,,,,,,
1135.0,,,,,,,,,,,,,
1136.0,,,,,,,,,,,,,
1137.0,,,,,,,,,,,,,
1138.0,,,,,,,,,,,,,
1139.0,,,,,,,,,,,,,
1140.0,,,,,,,,,,,,,
1141.0,,,,,,,,,,,,,
1142.0,,,,,,,,,,,,,
1143.0,,,,,,,,,,,,,
1144.0,,,,,,,,,,,,,
1145.0,,,,,,,,,,,,,
1146.0,,,,,,,,,,,,,
1147.0,,,,,,,,,,,,,
1148.0,,,,,,,,,,,,,
1149.0,,,,,,,,,,,,,
1150.0,,,,,,,,,,,,,
1151.0,,,,,,,,,,,,,
1152.0,,,,,,,,,,,,,
1153.0,,,,,,,,,,,,,
1154.0,,,,,,,,,,,,,
1155.0,,,,,,,,,,,,,
1156.0,,,,,,,,,,,,,
1157.0,,,,,,,,,,,,,
1158.0,,,,,,,,,,,,,
1159.0,,,,,,,,,,,,,
1160.0,,,,,,,,,,,,,
1161.0,,,,,,,,,,,,,
1162.0,,,,,,,,,,,,,
1163.0,,,,,,,,,,,,,
1164.0,,,,,,,,,,,,,
1165.0,,,,,,,,,,,,,
1166.0,,,,,,,,,,,,,
1167.0,,,,,,,,,,,,,
1168.0,,,,,,,,,,,,,
1169.0,,,,,,,,,,,,,
1170.0,,,,,,,,,,,,,
1171.0,,,,,,,,,,,,,
1172.0,,,,,,,,,,,,,
1173.0,,,,,,,,,,,,,
1174.0,,,,,,,,,,,,,
1175.0,,,,,,,,,,,,,
1176.0,,,,,,,,,,,,,
1177.0,,,,,,,,,,,,,
1178.0,,,,,,,,,,,,,
1179.0,,,,,,,,,,,,,
1180.0,,,,,,,,,,,,,
1181.0,,,,,,,,,,,,,
1182.0,,,,,,,,,,,,,
1183.0,,,,,,,,,,,,,
1184.0,,,,,,,,,,,,,
1185.0,,,,,,,,,,,,,
1186.0,,,,,,,,,,,,,
1187.0,,,,,,,,,,,,,
1188.0,,,,,,,,,,,,,
1189.0,,,,,,,,,,,,,
1190.0,,,,,,,,,,,,,
1191.0,,,,,,,,,,,,,
1192.0,,,,,,,,,,,,,
1193.0,,,,,,,,,,,,,
1194.0,,,,,,,,,,,,,
1195.0,,,,,,,,,,,,,
1196.0,,,,,,,,,,,,,
1197.0,,,,,,,,,,,,,
1198.0,,,,,,,,,,,,,
1199.0,,,,,,,,,,,,,
1200.0,,,,,,,,,,,,,
1201.0,,,,,,,,,,,,,
1202.0,,,,,,,,,,,,,
1203.0,,,,,,,,,,,,,
1204.0,,,,,,,,,,,,,
1205.0,,,,,,,,,,,,,
1206.0,,,,,,,,,,,,,
1207.0,,,,,,,,,,,,,
1208.0,,,,,,,,,,,,,
1209.0,,,,,,,,,,,,,
1210.0,,,,,,,,,,,,,
1211.0,,,,,,,,,,,,,
1212.0,,,,,,,,,,,,,
1213.0,,,,,,,,,,,,,
1214.0,,,,,,,,,,,,,
1215.0,,,,,,,,,,,,,
1216.0,,,,,,,,,,,,,
1217.0,,,,,,,,,,,,,
1218.0,,,,,,,,,,,,,
1219.0,,,,,,,,,,,,,
1220.0,,,,,,,,,,,,,
1221.0,,,,,,,,,,,,,
1222.0,,,,,,,,,,,,,
1223.0,,,,,,,,,,,,,
1224.0,,,,,,,,,,,,,
1225.0,,,,,,,,,,,,,
1226.0,,,,,,,,,,,,,
1227.0,,,,,,,,,,,,,
1228.0,,,,,,,,,,,,,
1229.0,,,,,,,,,,,,,
1230.0,,,,,,,,,,,,,
1231.0,,,,,,,,,,,,,
1232.0,,,,,,,,,,,,,
1233.0,,,,,,,,,,,,,
1234.0,,,,,,,,,,,,,
1235.0,,,,,,,,,,,,,
1236.0,,,,,,,,,,,,,
1237.0,,,,,,,,,,,,,
1238.0,,,,,,,,,,,,,
1239.0,,,,,,,,,,,,,
1240.0,,,,,,,,,,,,,
1241.0,,,,,,,,,,,,,
1242.0,,,,,,,,,,,,,
1243.0,,,,,,,,,,,,,
1244.0,,,,,,,,,,,,,
1245.0,,,,,,,,,,,,,
1246.0,,,,,,,,,,,,,
1247.0,,,,,,,,,,,,,
1248.0,,,,,,,,,,,,,
1249.0,,,,,,,,,,,,,
1250.0,,,,,,,,,,,,,
1251.0,,,,,,,,,,,,,
1252.0,,,,,,,,,,,,,
1253.0,,,,,,,,,,,,,
1254.0,,,,,,,,,,,,,
1255.0,,,,,,,,,,,,,
1256.0,,,,,,,,,,,,,
1257.0,,,,,,,,,,,,,
1258.0,,,,,,,,,,,,,
1259.0,,,,,,,,,,,,,
1260.0,,,,,,,,,,,,,
1261.0,,,,,,,,,,,,,
1262.0,,,,,,,,,,,,,
1263.0,,,,,,,,,,,,,
1264.0,,,,,,,,,,,,,
1265.0,,,,,,,,,,,,,
1266.0,,,,,,,,,,,,,
1267.0,,,,,,,,,,,,,
1268.0,,,,,,,,,,,,,
1269.0,,,,,,,,,,,,,
1270.0,,,,,,,,,,,,,
1271.0,,,,,,,,,,,,,
1272.0,,,,,,,,,,,,,
1273.0,,,,,,,,,,,,,
1274.0,,,,,,,,,,,,,
1275.0,,,,,,,,,,,,,
1276.0,,,,,,,,,,,,,
1277.0,,,,,,,,,,,,,
1278.0,,,,,,,,,,,,,
1279.0,,,,,,,,,,,,,
1280.0,,,,,,,,,,,,,
1281.0,,,,,,,,,,,,,
1282.0,,,,,,,,,,,,,
1283.0,,,,,,,,,,,,,
1284.0,,,,,,,,,,,,,
1285.0,,,,,,,,,,,,,
1286.0,,,,,,,,,,,,,
1287.0,,,,,,,,,,,,,
1288.0,,,,,,,,,,,,,
1289.0,,,,,,,,,,,,,
1290.0,,,,,,,,,,,,,
1291.0,,,,,,,,,,,,,
1292.0,,,,,,,,,,,,,
1293.0,,,,,,,,,,,,,
1294.0,,,,,,,,,,,,,
1295.0,,,,,,,,,,,,,
1296.0,,,,,,,,,,,,,
1297.0,,,,,,,,,,,,,
1298.0,,,,,,,,,,,,,
1299.0,,,,,,,,,,,,,
1300.0,,,,,,,,,,,,,
1301.0,,,,,,,,,,,,,
1302.0,,,,,,,,,,,,,
1303.0,,,,,,,,,,,,,
1304.0,,,,,,,,,,,,,
1305.0,,,,,,,,,,,,,
1306.0,,,,,,,,,,,,,
1307.0,,,,,,,,,,,,,
1308.0,,,,,,,,,,,,,
1309.0,,,,,,,,,,,,,
1310.0,,,,,,,,,,,,,
1311.0,,,,,,,,,,,,,
1312.0,,,,,,,,,,,,,
1313.0,,,,,,,,,,,,,
1314.0,,,,,,,,,,,,,
1315.0,,,,,,,,,,,,,
1316.0,,,,,,,,,,,,,
1317.0,,,,,,,,,,,,,
1318.0,,,,,,,,,,,,,
1319.0,,,,,,,,,,,,,
1320.0,,,,,,,,,,,,,
1321.0,,,,,,,,,,,,,
1322.0,,,,,,,,,,,,,
1323.0,,,,,,,,,,,,,
1324.0,,,,,,,,,,,,,
1325.0,,,,,,,,,,,,,
1326.0,,,,,,,,,,,,,
1327.0,,,,,,,,,,,,,
1328.0,,,,,,,,,,,,,
1329.0,,,,,,,,,,,,,
1330.0,,,,,,,,,,,,,
1331.0,,,,,,,,,,,,,
1332.0,,,,,,,,,,,,,
1333.0,,,,,,,,,,,,,
1334.0,,,,,,,,,,,,,
1335.0,,,,,,,,,,,,,
1336.0,,,,,,,,,,,,,
1337.0,,,,,,,,,,,,,
1338.0,,,,,,,,,,,,,
1339.0,,,,,,,,,,,2.4519e-05,,
1340.0,,,,,,,,,,,0.000136201,,
1341.0,,,,,,,,,,,0.000124629,,
1342.0,,,,,,,,,,,8.8936e-05,,
1343.0,,,,,,,,,,,0.000124168,,
1344.0,,,,,,,,,,,9.9355e-05,,
1345.0,,,,,,,,,,,0.000139099,,
1346.0,,,,,,,,,,,0.000157557,,
1347.0,,,,,,,,,,,0.000192392,,
1348.0,,,,,,,,,,,0.00025967,,
1349.0,,,,,,,,,,,0.000322212,,
1350.0,,,,,,,,,,,0.00034665,,
1351.0,,,,,,,,,,,0.000368979,,
1352.0,,,,,,,,,,,0.000547142,,
1353.0,,,,,,,,,,,0.00105094,,
1354.0,,,,,,,,,,,0.00218105,,
1355.0,,,,,,,,,,,0.00479072,,
1356.0,,,,,,,,,,,0.0113103,,
1357.0,,,,,,,,,,,0.0266132,,
1358.0,,,,,,,,,,,0.0575597,,
1359.0,,,,,,,,,,,0.111412,,
1360.0,,,,,,,,,,,0.195341,,
1361.0,,,,,,,,,,,0.313481,,
1362.0,,,,,,,,,,,0.461097,,
1363.0,,,,,,,,,,,0.622195,,
1364.0,,,,,,,,,,,0.770431,,
1365.0,,,,,,,,,,,0.880536,,
1366.0,,,,,,,,,,,0.944739,,
1367.0,,,,,,,,,,,0.973979,,
1368.0,,,,,,,,,,,0.986118,,
1369.0,,,,,,,,,,,0.993032,,
1370.0,,,,,,,,,,,0.997735,,
1371.0,,,,,,,,,,,1.0,,
1372.0,,,,,,,,,,,0.99944,,
1373.0,,,,,,,,,,,0.996198,,
1374.0,,,,,,,,,,,0.990856,,
1375.0,,,,,,,,,,,0.984249,,
1376.0,,,,,,,,,,,0.977116,,
1377.0,,,,,,,,,,,0.970164,,
1378.0,,,,,,,,,,,0.96377,,
1379.0,,,,,,,,,,,0.957577,,
1380.0,,,,,,,,,,,0.951304,,
1381.0,,,,,,,,,,,0.945494,,
1382.0,,,,,,,,,,,0.940718,,
1383.0,,,,,,,,,,,0.937614,,
1384.0,,,,,,,,,,,0.936274,,
1385.0,,,,,,,,,,,0.935168,,
1386.0,,,,,,,,,,,0.930687,,
1387.0,,,,,,,,,,,0.91657,,
1388.0,,,,,,,,,,,0.885721,,
1389.0,,,,,,,,,,,0.831895,,
1390.0,,,,,,,,,,,0.749343,,
1391.0,,,,,,,,,,,0.636159,,
1392.0,,,,,,,,,,,0.498288,,
1393.0,,,,,,,,,,,0.349944,,
1394.0,,,,,,,,,,,0.213254,,
1395.0,,,,,,,,,,,0.110113,,
1396.0,,,,,,,,,,,0.0480816,,
1397.0,,,,,,,,,,,0.0186031,,
1398.0,,,,,,,,,,,0.00719387,,
1399.0,,,,,,,,,,,0.00316376,,
1400.0,,,,,,,,,,,0.00157544,,
1401.0,,,,,,,,,,,0.000851825,,
1402.0,,,,,,,,,,,0.000531218,,
1403.0,,,,,,,,,,,0.00033209,,
1404.0,,,,,,,,,,,0.000194334,,
1405.0,,,,,,,,,,,0.000220804,,
1406.0,,,,,,,,,,,0.000226309,,
1407.0,,,,,,,,,,,0.000181374,,
1408.0,,,,,,,,,,,0.000160139,,
1409.0,,,,,,,,,,,0.000154509,,
1410.0,,,,,,,,,,,0.000147455,,
1411.0,,,,,,,,,,,0.000147793,,
1412.0,,,,,,,,,,,0.000174384,,
1413.0,,,,,,,,,,,0.000234351,,
1414.0,,,,,,,,,,,0.000119559,,
1415.0,,,,,,,,,,,4.3811e-05,,
1416.0,,,,,,,,,,,,,
1417.0,,,,,,,,,,,,,
1418.0,,,,,,,,,,,,,
1419.0,,,,,,,,,,,,,
1420.0,,,,,,,,,,,,,
1421.0,,,,,,,,,,,,,
1422.0,,,,,,,,,,,,,
1423.0,,,,,,,,,,,,,
1424.0,,,,,,,,,,,,,
1425.0,,,,,,,,,,,,,
1426.0,,,,,,,,,,,,,
1427.0,,,,,,,,,,,,,
1428.0,,,,,,,,,,,,,
1429.0,,,,,,,,,,,,,
1430.0,,,,,,,,,,,,,
1431.0,,,,,,,,,,,,,
1432.0,,,,,,,,,,,,,
1433.0,,,,,,,,,,,,,
1434.0,,,,,,,,,,,,,
1435.0,,,,,,,,,,,,,
1436.0,,,,,,,,,,,,,
1437.0,,,,,,,,,,,,,
1438.0,,,,,,,,,,,,,
1439.0,,,,,,,,,,,,,
1440.0,,,,,,,,,,,,,
1441.0,,,,,,,,,,,,,
1442.0,,,,,,,,,,,,,
1443.0,,,,,,,,,,,,,
1444.0,,,,,,,,,,,,,
1445.0,,,,,,,,,,,,,
1446.0,,,,,,,,,,,,,
1447.0,,,,,,,,,,,,,
1448.0,,,,,,,,,,,,,
1449.0,,,,,,,,,,,,,
1450.0,,,,,,,,,,,,,
1451.0,,,,,,,,,,,,,
1452.0,,,,,,,,,,,,,
1453.0,,,,,,,,,,,,,
1454.0,,,,,,,,,,,,,
1455.0,,,,,,,,,,,,,
1456.0,,,,,,,,,,,,,
1457.0,,,,,,,,,,,,,
1458.0,,,,,,,,,,,,,
1459.0,,,,,,,,,,,,,
1460.0,,,,,,,,,,,,,
1461.0,,,,,,,,,,,,,
1462.0,,,,,,,,,,,,,
1463.0,,,,,,,,,,,,,
1464.0,,,,,,,,,,,,,
1465.0,,,,,,,,,,,,,
1466.0,,,,,,,,,,,,,
1467.0,,,,,,,,,,,,,
1468.0,,,,,,,,,,,,,
1469.0,,,,,,,,,,,,,
1470.0,,,,,,,,,,,,,
1471.0,,,,,,,,,,,,,
1472.0,,,,,,,,,,,,,
1473.0,,,,,,,,,,,,,
1474.0,,,,,,,,,,,,,
1475.0,,,,,,,,,,,,,
1476.0,,,,,,,,,,,,,
1477.0,,,,,,,,,,,,,
1478.0,,,,,,,,,,,,,
1479.0,,,,,,,,,,,,,
1480.0,,,,,,,,,,,,,
1481.0,,,,,,,,,,,,,
1482.0,,,,,,,,,,,,,
1483.0,,,,,,,,,,,,,
1484.0,,,,,,,,,,,,,
1485.0,,,,,,,,,,,,,
1486.0,,,,,,,,,,,,,
1487.0,,,,,,,,,,,,,
1488.0,,,,,,,,,,,,,
1489.0,,,,,,,,,,,,,
1490.0,,,,,,,,,,,,,
1491.0,,,,,,,,,,,,,
1492.0,,,,,,,,,,,,,
1493.0,,,,,,,,,,,,,
1494.0,,,,,,,,,,,,,
1495.0,,,,,,,,,,,,,
1496.0,,,,,,,,,,,,,
1497.0,,,,,,,,,,,,,
1498.0,,,,,,,,,,,,,
1499.0,,,,,,,,,,,,,
1500.0,,,,,,,,,,,,,
1501.0,,,,,,,,,,,,,
1502.0,,,,,,,,,,,,,
1503.0,,,,,,,,,,,,,
1504.0,,,,,,,,,,,,,
1505.0,,,,,,,,,,,,,
1506.0,,,,,,,,,,,,,
1507.0,,,,,,,,,,,,,
1508.0,,,,,,,,,,,,,
1509.0,,,,,,,,,,,,,
1510.0,,,,,,,,,,,,,
1511.0,,,,,,,,,,,,,
1512.0,,,,,,,,,,,,,
1513.0,,,,,,,,,,,,,
1514.0,,,,,,,,,,,,,
1515.0,,,,,,,,,,,,,
1516.0,,,,,,,,,,,,,
1517.0,,,,,,,,,,,,,
1518.0,,,,,,,,,,,,,
1519.0,,,,,,,,,,,,,
1520.0,,,,,,,,,,,,,
1521.0,,,,,,,,,,,,,
1522.0,,,,,,,,,,,,,
1523.0,,,,,,,,,,,,,
1524.0,,,,,,,,,,,,,
1525.0,,,,,,,,,,,,,
1526.0,,,,,,,,,,,,,
1527.0,,,,,,,,,,,,,
1528.0,,,,,,,,,,,,,
1529.0,,,,,,,,,,,,,
1530.0,,,,,,,,,,,,,
1531.0,,,,,,,,,,,,,
1532.0,,,,,,,,,,,,,
1533.0,,,,,,,,,,,,,
1534.0,,,,,,,,,,,,,
1535.0,,,,,,,,,,,,,
1536.0,,,,,,,,,,,,,
1537.0,,,,,,,,,,,,,
1538.0,,,,,,,,,,,,1.15e-05,
1539.0,,,,,,,,,,,,2.6996e-05,
1540.0,,,,,,,,,,,,8.1157e-05,
1541.0,,,,,,,,,,,,0.000169507,
1542.0,,,,,,,,,,,,0.000273428,
1543.0,,,,,,,,,,,,0.000343776,
1544.0,,,,,,,,,,,,0.000459515,
1545.0,,,,,,,,,,,,0.000651677,
1546.0,,,,,,,,,,,,0.0008223,
1547.0,,,,,,,,,,,,0.00107675,
1548.0,,,,,,,,,,,,0.00142878,
1549.0,,,,,,,,,,,,0.00195868,
1550.0,,,,,,,,,,,,0.00266082,
1551.0,,,,,,,,,,,,0.003682,
1552.0,,,,,,,,,,,,0.00521731,
1553.0,,,,,,,,,,,,0.00757268,
1554.0,,,,,,,,,,,,0.0112463,
1555.0,,,,,,,,,,,,0.0171314,
1556.0,,,,,,,,,,,,0.0267031,
1557.0,,,,,,,,,,,,0.041389,
1558.0,,,,,,,,,,,,0.0629047,
1559.0,,,,,,,,,,,,0.0944923,
1560.0,,,,,,,,,,,,0.139743,
1561.0,,,,,,,,,,,,0.20076,
1562.0,,,,,,,,,,,,0.281513,
1563.0,,,,,,,,,,,,0.38088,
1564.0,,,,,,,,,,,,0.49021,
1565.0,,,,,,,,,,,,0.606204,
1566.0,,,,,,,,,,,,0.714558,
1567.0,,,,,,,,,,,,0.803515,
1568.0,,,,,,,,,,,,0.869867,
1569.0,,,,,,,,,,,,0.916284,
1570.0,,,,,,,,,,,,0.946609,
1571.0,,,,,,,,,,,,0.963893,
1572.0,,,,,,,,,,,,0.973065,
1573.0,,,,,,,,,,,,0.977057,
1574.0,,,,,,,,,,,,0.977796,
1575.0,,,,,,,,,,,,0.97689,
1576.0,,,,,,,,,,,,0.975338,
1577.0,,,,,,,,,,,,0.973393,
1578.0,,,,,,,,,,,,0.971481,
1579.0,,,,,,,,,,,,0.96974,
1580.0,,,,,,,,,,,,0.969095,
1581.0,,,,,,,,,,,,0.969697,
1582.0,,,,,,,,,,,,0.970522,
1583.0,,,,,,,,,,,,0.972736,
1584.0,,,,,,,,,,,,0.976139,
1585.0,,,,,,,,,,,,0.978945,
1586.0,,,,,,,,,,,,0.981011,
1587.0,,,,,,,,,,,,0.983514,
1588.0,,,,,,,,,,,,0.984837,
1589.0,,,,,,,,,,,,0.984404,
1590.0,,,,,,,,,,,,0.98392,
1591.0,,,,,,,,,,,,0.983373,
1592.0,,,,,,,,,,,,0.981459,
1593.0,,,,,,,,,,,,0.979392,
1594.0,,,,,,,,,,,,0.978058,
1595.0,,,,,,,,,,,,0.976263,
1596.0,,,,,,,,,,,,0.975393,
1597.0,,,,,,,,,,,,0.975709,
1598.0,,,,,,,,,,,,0.976805,
1599.0,,,,,,,,,,,,0.978986,
1600.0,,,,,,,,,,,,0.981999,
1601.0,,,,,,,,,,,,0.985209,
1602.0,,,,,,,,,,,,0.988659,
1603.0,,,,,,,,,,,,0.992332,
1604.0,,,,,,,,,,,,0.994805,
1605.0,,,,,,,,,,,,0.995898,
1606.0,,,,,,,,,,,,0.995903,
1607.0,,,,,,,,,,,,0.994773,
1608.0,,,,,,,,,,,,0.992102,
1609.0,,,,,,,,,,,,0.988592,
1610.0,,,,,,,,,,,,0.984908,
1611.0,,,,,,,,,,,,0.981102,
1612.0,,,,,,,,,,,,0.976805,
1613.0,,,,,,,,,,,,0.973546,
1614.0,,,,,,,,,,,,0.971948,
1615.0,,,,,,,,,,,,0.970536,
1616.0,,,,,,,,,,,,0.970436,
1617.0,,,,,,,,,,,,0.972383,
1618.0,,,,,,,,,,,,0.975244,
1619.0,,,,,,,,,,,,0.978553,
1620.0,,,,,,,,,,,,0.982971,
1621.0,,,,,,,,,,,,0.988085,
1622.0,,,,,,,,,,,,0.992663,
1623.0,,,,,,,,,,,,0.996436,
1624.0,,,,,,,,,,,,0.999061,
1625.0,,,,,,,,,,,,1.0,
1626.0,,,,,,,,,,,,0.999036,
1627.0,,,,,,,,,,,,0.996642,
1628.0,,,,,,,,,,,,0.993294,
1629.0,,,,,,,,,,,,0.989674,
1630.0,,,,,,,,,,,,0.985798,
1631.0,,,,,,,,,,,,0.982153,
1632.0,,,,,,,,,,,,0.979817,
1633.0,,,,,,,,,,,,0.979473,
1634.0,,,,,,,,,,,,0.980263,
1635.0,,,,,,,,,,,,0.982465,
1636.0,,,,,,,,,,,,0.986001,
1637.0,,,,,,,,,,,,0.989562,
1638.0,,,,,,,,,,,,0.991723,
1639.0,,,,,,,,,,,,0.992201,
1640.0,,,,,,,,,,,,0.989392,
1641.0,,,,,,,,,,,,0.982102,
1642.0,,,,,,,,,,,,0.970157,
1643.0,,,,,,,,,,,,0.953187,
1644.0,,,,,,,,,,,,0.932369,
1645.0,,,,,,,,,,,,0.908002,
1646.0,,,,,,,,,,,,0.884087,
1647.0,,,,,,,,,,,,0.864272,
1648.0,,,,,,,,,,,,0.85089,
1649.0,,,,,,,,,,,,0.844206,
1650.0,,,,,,,,,,,,0.843448,
1651.0,,,,,,,,,,,,0.847025,
1652.0,,,,,,,,,,,,0.848702,
1653.0,,,,,,,,,,,,0.84054,
1654.0,,,,,,,,,,,,0.813526,
1655.0,,,,,,,,,,,,0.756843,
1656.0,,,,,,,,,,,,0.670393,
1657.0,,,,,,,,,,,,0.565755,
1658.0,,,,,,,,,,,,0.457566,
1659.0,,,,,,,,,,,,0.353764,
1660.0,,,,,,,,,,,,0.256913,
1661.0,,,,,,,,,,,,0.176281,
1662.0,,,,,,,,,,,,0.115843,
1663.0,,,,,,,,,,,,0.0735128,
1664.0,,,,,,,,,,,,0.0465277,
1665.0,,,,,,,,,,,,0.0290598,
1666.0,,,,,,,,,,,,0.01858,
1667.0,,,,,,,,,,,,0.0124631,
1668.0,,,,,,,,,,,,0.00878944,
1669.0,,,,,,,,,,,,0.00631636,
1670.0,,,,,,,,,,,,0.00458287,
1671.0,,,,,,,,,,,,0.00335939,
1672.0,,,,,,,,,,,,0.002463,
1673.0,,,,,,,,,,,,0.00199074,
1674.0,,,,,,,,,,,,0.00150149,
1675.0,,,,,,,,,,,,0.00112337,
1676.0,,,,,,,,,,,,0.00078272,
1677.0,,,,,,,,,,,,0.000541322,
1678.0,,,,,,,,,,,,0.000281204,
1679.0,,,,,,,,,,,,0.00013347,
1680.0,,,,,,,,,,,,,
1681.0,,,,,,,,,,,,,
1682.0,,,,,,,,,,,,,
1683.0,,,,,,,,,,,,,
1684.0,,,,,,,,,,,,,
1685.0,,,,,,,,,,,,,
1686.0,,,,,,,,,,,,,
1687.0,,,,,,,,,,,,,
1688.0,,,,,,,,,,,,,
1689.0,,,,,,,,,,,,,
1690.0,,,,,,,,,,,,,
1691.0,,,,,,,,,,,,,
1692.0,,,,,,,,,,,,,
1693.0,,,,,,,,,,,,,
1694.0,,,,,,,,,,,,,
1695.0,,,,,,,,,,,,,
1696.0,,,,,,,,,,,,,
1697.0,,,,,,,,,,,,,
1698.0,,,,,,,,,,,,,
1699.0,,,,,,,,,,,,,
1700.0,,,,,,,,,,,,,
1701.0,,,,,,,,,,,,,
1702.0,,,,,,,,,,,,,
1703.0,,,,,,,,,,,,,
1704.0,,,,,,,,,,,,,
1705.0,,,,,,,,,,,,,
